"id","length","diameter","height","volume","weight","shucked_weight","viscera_weight","shell_weight","rings","sex"
4075,57.5,45.07,17.09,28.96,100.492,34.81,23.983,30.562,17,*
4076,50.25,39.89,12.95,17.58,49.469,20.72,8.133,17.612,12,*
4077,29.01,22.27,7.25,3.17,12.846,6.527,2.227,3.108,6,*
4078,42.48,34.19,10.88,10.85,34.706,15.799,7.666,11.396,7,*
4081,59.05,45.07,12.95,23.47,92.877,39.679,19.011,28.49,9,*
4082,37.81,28.49,13.99,10.09,24.864,11.189,4.61,7.615,7,*
4085,34.71,25.9,7.77,4.85,19.27,9.79,3.937,4.61,7,*
4086,61.12,47.14,15.02,27.98,110.127,53.406,25.33,25.9,8,*
4088,68.38,53.87,18.65,46.37,156.85,54.494,30.821,43.512,19,*
4090,75.11,60.09,19.17,58.66,157.783,83.346,37.244,45.325,9,*
4092,62.68,49.21,18.13,36.91,143.175,63.092,24.087,41.285,10,*
4097,46.62,36.78,11.91,13.73,49.521,18.648,12.277,16.058,10,*
4105,53.35,43.51,13.99,20.77,73.66,34.913,14.918,21.238,13,*
4106,66.82,51.8,18.13,41.82,138.669,65.579,30.976,36.156,11,*
4113,62.68,48.69,16.58,36.45,121.575,51.541,24.916,35.742,12,*
4115,59.57,50.25,17.09,34.31,107.796,43.408,27.35,31.08,14,*
4119,34.19,24.86,7.77,4.58,16.887,7.718,3.419,4.973,6,*
4123,57.5,47.14,17.61,33.17,87.387,32.012,19.736,31.08,15,*
4142,48.17,40.4,14.5,19.55,57.55,22.067,11.137,22.274,15,*
4148,45.07,35.22,11.4,12.22,42.165,17.457,7.563,13.468,10,*
4150,58.02,45.58,16.06,29.4,100.544,44.703,27.247,26.418,9,*
4157,67.34,53.35,18.65,44.71,151.567,68.169,32.479,42.631,11,*
4158,63.2,49.21,16.58,34.04,115.566,39.731,23.103,39.264,10,*
4159,40.4,31.08,10.88,9.04,26.832,9.894,3.937,8.806,8,*
4160,74.07,56.98,19.68,53.28,207.666,108.417,42.165,52.577,12,*
4161,37.81,27.97,7.77,5.58,22.947,9.842,4.61,7.252,6,*
4162,62.16,51.28,19.17,40.44,115.462,52.37,27.299,38.021,11,*
4167,67.34,53.35,22.27,54.24,155.193,58.43,33.463,44.03,16,*
4170,70.97,55.94,22.27,59.69,176.379,68.79,37.866,49.055,14,*
4174,14.5,10.88,3.63,0.37,1.45,0.57,0.259,0.414,3,*
4176,60.61,47.14,15.02,28.43,98.731,40.87,27.817,26.729,10,*
