"id","length","diameter","height","volume","weight","shucked_weight","viscera_weight","shell_weight","rings","sex"
291,59.57,45.58,19.17,34.54,106.19,52.577,23.258,25.745,10,"M"
292,58.02,42.48,16.58,27.08,85.107,35.431,19.062,26.211,9,"F"
298,58.02,44.55,16.06,27.84,89.873,41.44,17.819,23.724,8,"M"
301,62.16,48.69,15.54,29.61,96.141,43.771,18.959,28.49,8,"M"
306,45.58,35.74,12.43,13.64,37.814,17.146,8.599,11.396,7,"J"
308,39.89,31.08,9.84,8.26,31.287,15.747,6.371,7.615,7,"J"
315,58.53,45.58,15.54,27.37,89.407,45.066,15.436,27.972,9,"F"
317,50.76,38.33,11.91,15.38,56.048,17.716,12.173,19.166,11,"F"
318,69.41,53.87,19.68,47.15,169.749,84.071,38.228,40.508,9,"M"
321,38.33,29.01,9.84,7.27,23.051,8.34,5.284,7.77,7,"M"
323,55.43,41.44,13.47,19.96,68.065,29.371,16.783,18.13,7,"J"
324,73.04,58.02,17.61,48.97,150.997,62.885,32.945,45.584,11,"F"
325,16.06,10.88,5.18,0.58,1.813,0.518,0.363,0.518,4,"J"
328,40.92,32.63,10.88,9.78,36.415,12.277,9.428,12.38,16,"F"
329,55.43,42.48,16.06,24.99,65.423,28.438,14.659,18.803,12,"J"
332,68.38,52.84,18.65,46.11,130.64,51.8,24.191,35.12,10,"M"
333,52.32,41.44,17.09,25.01,75.524,27.713,16.058,25.9,9,"F"
334,60.61,45.07,14.5,26.55,72.054,31.961,13.364,23.258,8,"F"
341,58.02,44.55,15.02,25.98,93.033,40.352,24.087,25.382,9,"F"
345,68.38,51.8,16.06,37.29,142.605,67.185,29.837,34.706,12,"F"
349,20.72,14.5,5.7,1.13,3.626,1.502,0.829,1.036,5,"M"
350,61.12,49.21,16.58,33.87,97.954,39.523,19.062,27.972,19,"M"
353,33.15,23.31,8.81,4.55,14.659,6.993,3.056,4.196,6,"J"
354,56.46,41.44,13.47,20.94,71.07,34.033,15.074,18.648,9,"J"
355,53.87,42.48,15.02,22.9,66.926,30.717,16.524,17.094,9,"J"
356,50.25,40.92,14.5,19.27,65.216,23.673,13.157,23.31,14,"M"
366,15.54,10.36,2.59,0.27,1.554,0.466,0.414,0.518,2,"J"
369,26.42,18.65,5.7,1.89,8.599,3.212,2.227,2.072,4,"J"
377,61.64,49.21,17.61,35.54,129.189,49.728,23.31,44.03,20,"F"
379,56.98,45.58,16.58,29.12,102.668,36.053,17.405,38.85,20,"M"
382,35.74,27.45,9.32,6.24,16.887,6.371,3.833,5.025,10,"M"
384,78.74,59.57,19.68,62.43,189.484,72.883,39.99,58.016,14,"M"
385,64.75,50.76,18.13,38.35,138.047,59.104,28.076,41.958,10,"M"
393,34.71,25.9,7.77,4.71,18.907,7.304,4.558,5.698,7,"J"
394,24.35,16.58,4.14,1.12,4.973,1.917,1.865,1.554,5,"J"
398,56.98,45.58,16.06,29.12,94.846,37.762,20.202,25.9,8,"M"
404,67.34,54.39,19.17,46.64,139.394,60.71,28.801,40.041,9,"M"
408,41.44,31.6,8.81,7.58,30.769,11.189,7.304,10.36,10,"M"
409,52.32,41.96,16.58,24.42,70.811,28.076,15.022,22.274,10,"F"
410,54.91,42.99,15.54,24.4,80.549,24.553,14.659,34.188,20,"F"
411,49.21,38.33,12.95,16.55,55.633,22.999,12.587,15.54,9,"M"
421,62.68,50.76,17.09,36.61,110.956,49.935,20.047,36.467,10,"J"
422,32.12,22.27,7.77,3.82,13.209,5.853,2.849,3.73,7,"J"
423,64.75,48.69,18.65,39.34,117.69,46.724,33.618,31.598,11,"M"
427,66.82,51.8,19.68,44.27,161.564,76.768,38.487,39.834,14,"M"
428,51.8,38.85,14.5,19.92,62.574,25.071,14.659,18.544,15,"F"
434,47.14,36.78,13.47,15.66,53.354,20.72,13.209,18.13,11,"M"
435,47.14,34.71,13.99,15.63,51.904,28.386,10.308,11.033,7,"J"
445,71.48,55.94,16.06,44.28,150.634,64.646,32.168,40.404,9,"F"
451,69.41,53.87,15.54,38.6,145.662,53.768,36.053,38.332,13,"F"
466,58.02,46.1,15.54,26.89,85.211,38.177,19.373,24.45,10,"J"
467,53.87,42.48,16.06,24.35,75.317,30.148,19.011,24.346,12,"F"
468,66.3,52.84,20.72,49.32,144.056,63.196,34.343,42.476,12,"F"
471,51.28,41.44,14.5,21.05,80.549,20.875,18.648,25.9,15,"M"
472,36.78,27.45,9.32,6.17,17.405,5.18,4.248,6.527,8,"M"
480,72,55.94,20.2,52.66,175.188,79.565,37.607,49.262,11,"M"
481,61.64,49.21,16.06,32.5,101.942,50.401,19.062,28.542,10,"J"
482,64.23,47.66,16.58,33.72,98.472,50.919,20.72,23.621,9,"M"
483,26.94,20.72,6.73,2.52,9.946,4.558,2.797,3.108,6,"M"
487,52.32,41.44,12.95,18.93,58.068,23.362,14.867,17.612,8,"J"
491,50.25,37.81,12.95,16.54,44.134,16.887,9.997,15.644,8,"J"
498,54.39,44.03,12.43,20.43,72.727,34.551,15.177,22.792,12,"M"
499,46.62,34.71,11.4,12.34,43.46,18.752,8.806,13.934,7,"J"
500,52.32,40.92,10.88,15.67,57.084,25.693,10.671,17.716,8,"J"
503,58.53,48.17,18.13,33.18,103.082,40.352,18.959,38.332,15,"M"
504,63.2,48.69,16.58,33.56,105.361,44.134,23.362,33.152,12,"F"
505,55.94,44.03,13.47,22.22,84.486,38.073,14.141,25.486,11,"J"
509,26.42,18.65,6.73,2.27,8.184,3.522,1.45,2.59,5,"M"
513,56.98,45.58,16.58,28.98,102.046,48.122,20.824,27.972,8,"M"
516,63.2,49.73,17.61,37.91,117.793,47.293,30.044,35.949,10,"M"
518,64.75,50.76,16.06,35.03,125.201,48.174,16.783,42.58,11,"F"
521,48.69,36.78,12.43,14.85,38.177,13.054,8.651,14.141,6,"J"
522,65.79,51.28,18.65,41.18,165.346,63.921,32.841,38.332,11,"F"
524,47.66,36.78,13.47,16.07,47.449,19.891,10.93,13.468,13,"F"
525,63.2,49.73,19.17,41.83,135.353,71.432,30.199,30.044,10,"M"
534,48.69,38.33,14.5,18.38,51.645,21.704,12.691,15.022,10,"J"
539,54.39,44.03,12.43,19.15,89.769,29.267,18.234,30.044,18,"M"
545,60.09,47.14,13.47,24.51,88.267,42.476,17.871,23.31,8,"M"
552,68.38,54.39,22.27,55.26,185.03,69.671,37.451,42.113,11,"J"
554,56.98,45.07,16.58,27.8,93.862,35.431,22.688,30.562,13,"M"
559,59.05,45.58,14.5,26.56,98.783,39.213,20.824,31.598,17,"F"
560,59.57,47.66,15.02,28.66,103.03,48.278,23.724,27.454,7,"F"
562,41.96,29.53,9.32,7.66,27.402,13.105,5.232,7.77,6,"J"
564,33.67,24.86,8.81,4.89,17.923,8.236,3.937,5.18,7,"M"
565,61.12,46.62,16.58,31.96,103.393,46.102,22.17,31.184,9,"M"
570,52.84,41.44,15.54,22.53,77.182,29.681,17.353,24.346,13,"J"
571,67.86,54.91,20.2,50.54,143.797,58.741,28.335,42.476,13,"M"
573,36.78,26.94,9.32,6.17,19.943,7.977,3.937,6.734,8,"J"
575,65.27,50.25,16.06,36.4,132.401,65.993,28.49,32.116,8,"M"
576,33.67,20.72,8.29,4,10.308,4.092,2.331,3.315,8,"J"
577,73.56,58.02,22.79,65.03,208.754,95.467,47.034,58.638,11,"M"
578,64.23,50.25,16.06,35.55,123.75,52.888,28.076,36.467,9,"F"
587,55.94,43.51,13.99,22.67,83.657,36.105,18.596,24.346,11,"M"
589,50.25,37.81,12.43,15.95,60.969,27.972,13.572,18.13,9,"F"
590,50.76,41.44,15.02,21.45,68.739,21.756,13.416,26.055,13,"F"
591,47.14,38.33,10.88,13.08,51.023,22.378,12.898,13.986,9,"F"
592,56.98,45.07,14.5,24.76,77.182,35.949,18.026,23.465,9,"F"
613,73.56,55.94,21.24,59.02,163.74,83.087,29.733,45.066,10,"F"
615,43.51,33.67,11.91,11.31,29.889,10.36,5.905,11.759,15,"M"
617,74.59,59.57,18.65,53.94,173.064,75.835,37.348,51.904,12,"F"
620,55.43,42.48,13.47,20.33,62.937,27.765,12.691,20.461,9,"J"
621,58.53,49.73,18.13,35.81,99.145,40.249,22.274,28.49,18,"F"
627,49.21,36.78,12.95,16.25,50.401,22.326,11.448,14.711,9,"J"
629,44.03,32.63,12.95,12.68,36.519,11.759,5.853,13.468,18,"M"
630,32.63,23.83,7.25,3.57,16.99,6.475,4.144,4.662,6,"J"
634,50.25,38.33,13.47,17.7,54.494,25.745,10.878,16.11,6,"M"
635,72.52,57.5,22.79,63.64,172.598,67.029,44.393,47.138,11,"F"
639,66.82,52.84,18.65,44.23,167.78,80.963,33.359,48.433,12,"F"
642,44.03,32.63,8.29,8.26,31.391,13.572,6.061,9.842,7,"J"
643,45.07,34.19,10.88,11.27,34.706,16.162,5.75,10.878,8,"J"
644,65.27,53.35,17.61,41.4,143.486,65.838,30.614,39.368,11,"M"
645,58.53,46.62,18.13,33.45,128.101,54.96,25.434,31.909,10,"F"
647,70.97,58.53,18.13,48.62,169.697,80.549,38.85,45.377,11,"F"
648,47.66,36.26,11.91,13.04,47.656,20.979,11.551,12.069,6,"F"
660,66.3,54.39,19.17,47.12,176.845,79.047,43.564,45.947,11,"M"
663,63.2,51.28,19.17,41.18,114.841,38.384,32.479,34.188,12,"F"
665,34.19,26.42,8.29,5.03,21.238,9.272,4.092,5.698,7,"J"
667,56.46,42.99,16.58,26.44,79.927,28.179,15.074,28.645,10,"F"
668,53.35,40.92,13.99,20.03,53.458,20.875,13.675,16.783,9,"F"
669,58.02,45.58,14.5,26.23,100.596,45.895,21.186,27.454,14,"M"
672,56.98,44.03,16.58,27.94,100.492,29.889,14.4,49.728,20,"M"
678,64.23,48.69,23.31,49.3,115.514,39.161,22.222,37.296,15,"F"
682,64.23,49.73,16.58,35.8,111.525,42.683,26.211,31.08,13,"M"
688,40.92,30.56,9.84,8.18,28.231,11.914,6.475,8.806,8,"J"
689,65.79,52.32,15.02,33.29,117.534,52.318,27.506,32.634,10,"F"
691,56.98,46.1,11.4,20.17,82.207,39.161,14.711,26.936,10,"J"
695,60.61,48.17,16.58,31.64,98.99,47.604,24.45,27.454,7,"M"
697,34.71,26.94,8.81,5.56,19.891,10.049,3.108,5.594,6,"J"
698,53.35,40.4,12.43,18.43,63.455,31.287,14.141,14.659,8,"M"
699,59.05,48.69,16.06,31.24,122.87,65.838,23.983,28.697,10,"M"
702,61.12,46.62,16.06,31.19,90.546,38.228,22.119,24.864,8,"M"
704,33.15,23.83,6.22,3.27,13.364,6.371,2.849,3.678,7,"J"
706,69.41,53.87,18.13,45.12,152.862,65.009,39.264,38.746,10,"M"
708,37.3,27.45,7.77,5.17,18.493,8.133,3.626,5.594,6,"J"
709,63.2,37.81,16.06,26.11,111.525,50.557,25.796,27.972,9,"M"
713,59.57,48.69,14.5,28.5,86.765,36.105,17.975,24.864,11,"M"
714,68.38,55.43,18.13,44.66,157.213,73.66,32.375,42.994,12,"F"
723,51.8,38.33,15.54,19.66,109.971,51.178,23.103,30.666,9,"M"
724,59.57,46.1,16.58,30.81,95.053,46.62,20.047,24.864,9,"J"
725,48.17,36.26,12.95,15.71,49.935,23.828,10.982,11.344,6,"F"
737,45.58,36.78,12.95,14.78,49.469,13.675,8.443,19.684,9,"M"
741,67.86,47.66,16.58,36.1,154.778,71.432,34.292,18.907,9,"F"
742,47.66,36.78,11.4,12.77,45.17,20.461,9.946,12.95,8,"J"
746,68.38,53.35,20.2,48.77,162.186,76.094,36.571,39.99,9,"M"
747,52.84,41.44,15.02,22.37,59.829,23.932,14.815,18.337,9,"J"
748,68.89,55.43,19.68,49.98,154.986,59.829,29.163,49.21,17,"F"
757,49.73,37.3,12.95,16.19,56.151,28.956,10.619,15.229,7,"J"
759,49.21,37.81,13.47,16.67,49.78,19.736,11.81,15.281,12,"F"
764,69.41,52.32,21.24,49.95,141.362,62.937,31.339,36.571,9,"F"
768,33.15,24.86,9.32,5.02,16.317,7.252,2.745,4.403,5,"J"
770,65.27,53.35,16.06,38.56,130.432,42.528,20.409,42.476,13,"M"
775,54.91,44.55,13.99,23,91.064,29.008,22.429,25.9,10,"M"
780,67.34,53.87,21.76,51.22,173.893,69.049,31.909,47.656,11,"M"
783,53.35,40.4,14.5,20.37,57.55,20.72,11.759,23.155,12,"J"
784,55.94,42.99,15.02,23.14,76.664,27.299,17.405,25.382,12,"M"
797,58.02,44.55,15.02,25.52,93.188,48.07,18.389,24.242,9,"M"
801,54.39,43.51,16.06,24.24,87.231,44.341,14.659,21.186,9,"M"
807,66.82,54.39,16.58,40.45,156.177,77.234,25.382,44.807,11,"M"
808,49.73,36.26,13.99,16.96,56.617,28.335,10.308,16.369,8,"J"
809,79.25,62.16,22.79,76.17,238.487,104.325,52.732,64.284,12,"M"
811,37.3,29.01,9.32,6.74,23.362,9.169,4.144,9.324,8,"J"
812,57.5,46.62,18.13,32.16,76.457,31.494,18.182,22.792,9,"J"
813,53.35,39.37,18.13,25.4,99.093,33.67,16.369,32.116,14,"M"
817,37.81,27.45,13.99,9.55,22.947,10.878,4.869,6.268,7,"J"
821,73.56,57.5,18.13,52.5,221.704,129.034,38.591,44.962,11,"M"
828,51.8,38.33,13.99,18.37,46.62,17.767,10.93,16.058,9,"F"
829,47.66,38.85,13.47,15.94,59.415,25.952,12.328,20.202,9,"M"
831,50.76,38.33,10.88,14.38,54.545,25.796,10.412,15.333,7,"F"
835,36.26,26.94,9.32,6.24,20.202,7.718,4.248,6.786,9,"M"
836,44.03,32.12,10.88,10.47,37.814,16.472,8.547,10.878,6,"J"
838,55.94,41.44,15.02,23.82,78.425,32.634,18.752,22.274,11,"J"
839,69.93,55.94,18.13,50.1,161.046,68.842,28.801,53.043,12,"M"
842,41.44,32.12,10.36,9.33,29.785,11.862,6.579,9.842,10,"J"
847,58.02,46.62,16.06,27.7,94.535,37.244,28.076,36.26,10,"M"
849,70.45,58.02,17.09,46.92,169.8,62.73,29.06,47.656,15,"F"
854,70.45,54.91,21.24,55.71,154.986,60.347,34.913,48.174,14,"M"
857,41.44,33.15,11.4,10.46,36.571,14.556,10.205,10.36,8,"F"
865,55.43,44.03,16.06,26.37,80.445,31.287,16.213,25.9,16,"F"
866,62.16,42.48,15.02,26.86,97.28,46.361,20.306,27.765,8,"M"
869,65.79,53.87,17.09,40.33,138.876,52.473,30.666,42.683,11,"F"
871,46.62,36.78,10.88,12.49,46.05,20.409,9.635,13.831,8,"J"
872,32.63,24.86,8.81,4.89,17.767,7.356,3.574,5.543,7,"J"
874,51.28,39.37,15.02,20.12,53.354,18.13,10.153,21.963,13,"J"
875,67.34,53.87,20.2,48.79,132.712,62.005,25.486,39.627,10,"F"
877,40.4,31.08,9.32,7.55,31.65,14.815,6.682,8.806,9,"M"
878,64.75,49.73,15.02,33.07,112.406,48.122,25.33,33.877,10,"M"
879,68.38,50.25,16.06,36.8,127.169,63.196,28.386,31.08,8,"M"
886,69.41,54.39,20.72,53.33,180.316,64.284,30.769,68.065,11,"M"
892,61.12,48.17,15.54,29.57,103.289,40.611,25.486,35.224,12,"F"
897,52.32,37.81,11.91,15.65,53.976,25.9,9.946,15.54,8,"M"
898,76.15,60.61,19.17,58.42,220.046,98.627,56.98,51.8,11,"M"
900,66.82,51.8,23.31,54.11,168.454,60.813,42.01,42.476,15,"F"
901,61.64,47.14,16.06,32.02,107.848,43.098,21.808,37.814,14,"M"
902,48.69,37.3,15.02,18.04,55.633,17.871,14.245,20.202,15,"F"
905,53.87,40.4,14.5,21.07,75.887,25.019,14.918,26.936,19,"J"
906,45.58,38.85,13.47,16.36,50.453,23.414,9.997,16.058,9,"M"
908,44.03,34.19,8.29,8.18,37.4,13.882,8.547,12.95,7,"M"
910,54.39,42.48,15.54,24.22,73.349,28.386,15.644,25.9,12,"F"
911,51.8,39.89,12.43,17.29,53.458,20.409,13.52,17.094,8,"J"
913,62.16,51.8,17.61,37.3,117.068,45.636,27.661,34.706,11,"F"
914,59.05,46.62,14.5,27.18,82.362,35.069,15.333,25.382,9,"M"
915,51.28,39.37,13.47,17.95,53.095,22.637,12.018,16.576,7,"J"
916,53.35,39.89,12.95,18.83,59.259,24.553,14.867,17.094,7,"J"
917,47.66,36.26,11.91,13.59,45.584,19.684,10.619,13.468,8,"F"
921,38.33,29.01,9.84,7.42,29.681,15.592,7.148,8.236,7,"J"
923,47.14,34.71,10.88,11.48,42.01,18.13,9.531,12.277,8,"J"
926,58.02,44.03,13.99,23.67,87.956,33.825,22.896,27.402,10,"M"
928,38.33,29.01,8.81,6.46,22.481,11.344,3.626,6.423,6,"J"
930,35.74,27.45,10.36,6.64,25.434,11.5,5.543,6.734,7,"J"
932,60.09,46.1,17.61,32.74,122.041,40.767,22.429,32.634,20,"J"
933,51.8,40.4,13.47,19.37,65.838,25.952,16.939,20.202,15,"F"
935,57.5,45.58,16.06,29.42,105.258,51.127,19.218,27.247,10,"F"
940,49.73,38.33,13.47,16.32,60.969,25.641,15.592,16.524,15,"F"
941,43.51,32.12,10.36,9.92,29.681,11.914,7.615,8.806,8,"J"
942,64.75,46.1,16.58,33.08,112.924,47.656,30.717,31.494,11,"F"
943,24.86,18.13,5.7,1.7,7.304,2.59,1.45,2.176,5,"J"
944,51.8,39.37,12.95,17.3,59.777,27.868,13.105,15.903,9,"M"
945,63.2,48.69,15.02,32.77,119.451,41.751,30.666,33.152,14,"F"
946,31.08,23.83,7.77,3.98,15.54,6.268,4.351,4.662,5,"J"
947,77.7,63.2,24.35,77.09,259.881,127.635,53.768,63.403,14,"F"
952,50.76,39.37,15.02,20.51,69.671,25.796,18.752,21.756,10,"F"
953,42.48,33.15,11.91,11.65,40.093,17.094,10.412,10.205,11,"F"
957,36.26,27.45,9.32,6.1,23.465,10.308,5.957,6.734,6,"M"
958,68.38,54.91,19.17,48.31,139.705,51.075,25.382,50.764,12,"F"
960,56.98,43.51,16.06,25.83,94.483,51.282,18.7,21.238,9,"J"
961,54.91,43.51,17.09,27.67,92.67,33.048,24.76,25.382,11,"M"
962,50.25,37.81,14.5,17.92,64.18,26.884,14.97,18.337,14,"F"
965,67.86,51.8,21.24,50.37,158.301,64.387,38.591,46.983,11,"F"
966,67.86,54.91,18.13,46.26,130.899,50.35,27.299,42.994,15,"M"
967,67.34,52.84,18.13,42.11,119.658,51.334,20.979,39.886,12,"M"
968,54.39,41.96,11.91,18.49,74.592,32.168,19.839,20.72,14,"F"
969,58.53,42.99,12.95,22.51,69.101,31.287,16.006,19.166,7,"M"
976,49.73,39.89,15.02,20.32,66.304,30.303,14.556,16.317,6,"M"
982,62.68,50.25,17.09,35.49,104.688,45.066,21.652,31.08,19,"F"
983,55.94,42.99,18.13,29.87,92.981,28.49,24.968,28.49,14,"F"
985,62.16,47.14,15.02,30.76,92.152,43.408,17.767,27.868,10,"F"
989,58.53,45.07,15.02,26.57,87.49,41.181,16.369,26.418,9,"J"
990,67.86,56.46,19.17,49.34,182.232,71.121,32.427,56.669,11,"F"
991,44.03,32.12,9.32,8.99,31.184,14.349,6.734,8.288,7,"J"
1001,59.57,46.62,15.02,28.51,82.362,37.71,15.592,26.936,10,"J"
1007,72.52,55.94,22.27,59.74,204.921,69.153,32.375,73.556,24,"F"
1008,49.21,36.26,10.36,12.44,47.086,22.429,11.5,11.914,7,"J"
1010,46.62,36.26,13.47,14.7,56.669,25.382,14.556,14.556,8,"J"
1011,40.92,33.67,10.88,9.86,31.702,11.5,7.615,9.842,8,"J"
1013,57.5,45.58,15.02,26.87,91.323,44.548,20.461,22.326,8,"F"
1014,33.67,24.86,7.77,4.32,15.799,7.459,6.682,4.455,6,"J"
1015,28.49,21.24,6.73,2.76,10.464,4.248,2.176,3.522,5,"J"
1018,53.87,41.96,11.91,18.4,80.394,33.152,19.114,22.792,8,"F"
1019,57.5,47.66,16.58,29.66,89.096,34.654,20.047,28.49,10,"M"
1021,44.03,36.26,10.36,10.89,45.843,18.13,7.822,18.13,7,"F"
